# x_m,y_m,w_tr_right_m,w_tr_left_m
4.415461,-167.554668,7.754,7.546
3.9108684,-166.6885512,7.809,7.491
3.421994,-165.81324300000003,7.786,7.514
2.9491864000000003,-164.92907160000001,7.751,7.549
2.4927944,-164.03636500000002,7.715,7.585
2.0531666000000004,-163.13545140000002,7.679,7.621
1.6306518,-162.2266588,7.654,7.646
1.2255986,-161.3103156,7.657,7.643
0.8383556000000001,-160.3867494,7.661,7.639
0.4692718,-159.4562888,7.664,7.636
0.1186956,-158.51926160000002,7.668,7.632
-0.2130242,-157.57599620000002,7.673,7.627
-0.5255388,-156.6268204,7.692,7.608
-0.8184998000000001,-155.67206240000002,7.712,7.588
-1.0915584,-154.7120504,7.731,7.569
-1.3443656000000002,-153.7471126,7.749,7.551
-1.5765732000000001,-152.777577,7.767,7.533
-1.7878319999999999,-151.8037716,7.785,7.515
-1.9777938,-150.8260246,7.838,7.462
-2.1462674,-149.8446618,7.899,7.401
-2.2940882,-148.85999460000002,7.961,7.339
-2.4225016000000004,-147.8723284,8.022,7.278
-2.532754,-146.88196860000002,8.07,7.23
-2.6260916000000005,-145.88922060000002,8.096,7.204
-2.703761,-144.8943898,8.121,7.179
-2.7670084,-143.8977816,8.132,7.168
-2.8170804,-142.89970160000001,7.958,7.342
-2.8552232,-141.90045500000002,7.785,7.515
-2.8826834000000003,-140.90034740000002,7.612,7.688
-2.9007074,-139.899684,7.531,7.769
-2.9105414,-138.8987704,7.47,7.83
-2.9134320000000002,-137.897912,7.409,7.891
-2.9104904000000005,-136.8973516,7.417,7.883
-2.9023458000000004,-135.89710780000001,7.446,7.854
-2.889519,-134.89714980000002,7.482,7.818
-2.8725314,-133.897446,7.52,7.78
-2.851904,-132.8979656,7.558,7.742
-2.8281578,-131.898677,7.596,7.704
-2.8018140000000002,-130.8995494,7.633,7.667
-2.7733938,-129.9005514,7.671,7.629
-2.743418,-128.9016518,7.709,7.591
-2.712408,-127.9028194,7.747,7.553
-2.6808848000000003,-126.90402300000001,7.785,7.515
-2.6493696,-125.90523160000001,7.775,7.525
-2.61836,-124.906415,7.761,7.539
-2.5880490000000003,-123.90756220000002,7.747,7.553
-2.5584148,-122.9086738,7.732,7.568
-2.529431,-121.90975180000001,7.718,7.582
-2.5010716,-120.91079760000001,7.703,7.597
-2.4733102000000002,-119.91181240000002,7.689,7.611
-2.4461204,-118.9127982,7.675,7.625
-2.419476,-117.9137562,7.66,7.64
-2.393351,-116.91468800000001,7.646,7.654
-2.3677188,-115.91559500000001,7.632,7.668
-2.3425534,-114.91647880000001,7.617,7.683
-2.3178282,-113.91734100000002,7.614,7.686
-2.2935174000000003,-112.918183,7.612,7.688
-2.2695944000000003,-111.9190064,7.61,7.69
-2.246033,-110.91981240000001,7.608,7.692
-2.222807,-109.92060300000001,7.606,7.694
-2.19989,-108.9213794,7.605,7.695
-2.177256,-107.92214320000001,7.603,7.697
-2.1548786,-106.92289579999999,7.601,7.699
-2.1327314000000004,-105.92363900000001,7.599,7.701
-2.1107882,-104.924374,7.597,7.703
-2.089023,-103.9251024,7.595,7.705
-2.0674092,-102.92582560000001,7.594,7.706
-2.0459208,-101.92654540000001,7.592,7.708
-2.0245314000000003,-100.92726320000001,7.59,7.71
-2.0032150000000004,-99.92798040000001,7.588,7.712
-1.9819566,-98.928698,7.586,7.714
-1.9607548000000001,-97.92941580000002,7.585,7.715
-1.9396084,-96.93013380000001,7.583,7.717
-1.9185164000000001,-95.9308524,7.581,7.719
-1.8974782000000001,-94.931571,7.579,7.721
-1.8764924,-93.93229000000001,7.577,7.723
-1.8555586000000002,-92.9330094,7.575,7.725
-1.8346754,-91.93372900000001,7.576,7.724
-1.8138420000000002,-90.9344488,7.581,7.719
-1.7930578000000001,-89.9351688,7.585,7.715
-1.7723214,-88.9358892,7.59,7.71
-1.751632,-87.9366098,7.594,7.706
-1.7309888000000002,-86.9373306,7.599,7.701
-1.710391,-85.9380516,7.604,7.696
-1.6898372,-84.93877280000001,7.608,7.692
-1.6693268,-83.93949420000001,7.613,7.687
-1.6488589999999999,-82.9402158,7.617,7.683
-1.6284324000000003,-81.9409376,7.622,7.678
-1.6080464,-80.9416594,7.627,7.673
-1.5877002,-79.9423816,7.631,7.669
-1.5673926,-78.9431038,7.636,7.664
-1.5471226,-77.9438264,7.64,7.66
-1.5268896,-76.9445488,7.645,7.655
-1.5066924000000002,-75.9452716,7.649,7.651
-1.4865300000000001,-74.9459944,7.654,7.646
-1.4664018,-73.94671720000001,7.659,7.641
-1.4463068000000001,-72.9474404,7.662,7.638
-1.4262438,-71.9481634,7.664,7.636
-1.406212,-70.94888660000001,7.667,7.633
-1.3862106,-69.9496098,7.669,7.631
-1.3662384,-68.9503332,7.672,7.628
-1.3462948000000001,-67.9510566,7.674,7.626
-1.3263786,-66.95178,7.677,7.623
-1.306489,-65.9525036,7.679,7.621
-1.2866250000000001,-64.9532272,7.678,7.622
-1.2667856000000002,-63.9539506,7.678,7.622
-1.2469702,-62.9546742,7.678,7.622
-1.2271774000000002,-61.95539780000001,7.677,7.623
-1.2074066,-60.9561214,7.677,7.623
-1.1876568,-59.9568448,7.677,7.623
-1.1679272,-58.95756840000001,7.676,7.624
-1.1482164,-57.9582918,7.676,7.624
-1.128524,-56.9590154,7.676,7.624
-1.1088488,-55.959738800000004,7.675,7.625
-1.08919,-54.960462199999995,7.675,7.625
-1.0695464,-53.961185400000005,7.675,7.625
-1.0499174,-52.96190860000001,7.674,7.626
-1.0303018,-51.9626318,7.674,7.626
-1.0106988,-50.963354800000005,7.674,7.626
-0.9911076,-49.9640776,7.673,7.627
-0.971527,-48.964800600000004,7.673,7.627
-0.9519562000000001,-47.96552320000001,7.673,7.627
-0.9323942000000001,-46.9662458,7.672,7.628
-0.9128402,-45.966968200000004,7.672,7.628
-0.8932932,-44.9676906,7.672,7.628
-0.8737522000000001,-43.9684126,7.671,7.629
-0.8542164,-42.969134600000004,7.671,7.629
-0.8346848,-41.9698564,7.671,7.629
-0.8151566000000001,-40.970578,7.67,7.63
-0.7956306,-39.9712996,7.67,7.63
-0.776106,-38.9720208,7.67,7.63
-0.7565818000000001,-37.9727418,7.669,7.631
-0.7370572000000001,-36.9734626,7.669,7.631
-0.7175314,-35.9741832,7.669,7.631
-0.698003,-34.9749036,7.668,7.632
-0.6784716000000001,-33.9756236,7.668,7.632
-0.6589358000000001,-32.9763436,7.668,7.632
-0.639395,-31.9770632,7.667,7.633
-0.6198480000000001,-30.977782400000002,7.667,7.633
-0.6002942,-29.9785016,7.667,7.633
-0.5807324,-28.9792202,7.666,7.634
-0.5611618,-27.979938800000003,7.666,7.634
-0.5415814,-26.980657000000004,7.666,7.634
-0.5219904,-25.981374799999998,7.665,7.635
-0.5023875999999999,-24.9820924,7.665,7.635
-0.4827722,-23.9828096,7.665,7.635
-0.4631434,-22.983526400000002,7.664,7.636
-0.4435002,-21.984243000000003,7.664,7.636
-0.42384160000000004,-20.984959000000003,7.664,7.636
-0.40416660000000004,-19.9856748,7.663,7.637
-0.38447460000000006,-18.9863902,7.663,7.637
-0.3647642,-17.9871054,7.662,7.638
-0.34503480000000003,-16.98782,7.662,7.638
-0.32528540000000006,-15.988534200000002,7.662,7.638
-0.305515,-14.989248000000002,7.661,7.639
-0.2857228,-13.989961400000002,7.661,7.639
-0.2659076,-12.990674400000001,7.661,7.639
-0.24606880000000003,-11.991387000000001,7.66,7.64
-0.22620520000000002,-10.992099000000001,7.66,7.64
-0.20631620000000003,-9.9928106,7.66,7.64
-0.18640040000000002,-8.993521800000002,7.659,7.641
-0.1664572,-7.9942326,7.659,7.641
-0.1464856,-6.9949428000000005,7.659,7.641
-0.1264848,-5.9956526,7.658,7.642
-0.1064536,-4.9963618,7.658,7.642
-0.086391,-3.9970706000000003,7.658,7.642
-0.06629660000000001,-2.9977788000000003,7.657,7.643
-0.046169,-1.9984864000000002,7.657,7.643
-0.026007200000000005,-0.9991936000000001,7.657,7.643
